,Model,Compressor,error_bound,epochs,miou,class,iou,run,model_num
297,unet,sz3,1E-1,10,0.17778947080353547,train,0.0,0,18
298,unet,sz3,1E-1,10,0.17778947080353547,motorcycle,0.0,0,18
299,unet,sz3,1E-1,10,0.17778947080353547,bicycle,0.08178826175054756,0,18
300,unet,sz3,1E-7,10,0.3829749507361644,unlabeled,0.45142555619920505,0,101
301,unet,sz3,1E-7,10,0.3829749507361644,road,0.882121011684396,0,101
302,unet,sz3,1E-7,10,0.3829749507361644,sidewalk,0.5333171284126903,0,101
303,unet,sz3,1E-7,10,0.3829749507361644,building,0.7574649001901016,0,101
304,unet,sz3,1E-7,10,0.3829749507361644,wall,0.15462230040066452,0,101
305,unet,sz3,1E-7,10,0.3829749507361644,fence,0.2031569758807912,0,101
306,unet,sz3,1E-7,10,0.3829749507361644,pole,0.07603223380953937,0,101
307,unet,sz3,1E-7,10,0.3829749507361644,traffic light,0.06428184627146179,0,101
308,unet,sz3,1E-7,10,0.3829749507361644,traffic sign,0.22737049418227992,0,101
309,unet,sz3,1E-7,10,0.3829749507361644,vegetation,0.7858285243140185,0,101
310,unet,sz3,1E-7,10,0.3829749507361644,terrain,0.41618337170178854,0,101
311,unet,sz3,1E-7,10,0.3829749507361644,sky,0.7945245018179987,0,101
312,unet,sz3,1E-7,10,0.3829749507361644,person,0.3927914000925055,0,101
313,unet,sz3,1E-7,10,0.3829749507361644,rider,0.0927430200656302,0,101
314,unet,sz3,1E-7,10,0.3829749507361644,car,0.7741359693890724,0,101
315,unet,sz3,1E-7,10,0.3829749507361644,truck,0.21255914668377576,0,101
316,unet,sz3,1E-7,10,0.3829749507361644,bus,0.3499299172651608,0,101
317,unet,sz3,1E-7,10,0.3829749507361644,train,0.1268931641424478,0,101
318,unet,sz3,1E-7,10,0.3829749507361644,motorcycle,0.02489229296314026,0,101
319,unet,sz3,1E-7,10,0.3829749507361644,bicycle,0.3392252592566195,0,101
320,unet,sz3,1E-7,10,0.4268592028569473,unlabeled,0.45961067247481624,1,101
321,unet,sz3,1E-7,10,0.4268592028569473,road,0.884609003902449,1,101
322,unet,sz3,1E-7,10,0.4268592028569473,sidewalk,0.5620344852463747,1,101
323,unet,sz3,1E-7,10,0.4268592028569473,building,0.7549020931600235,1,101
324,unet,sz3,1E-7,10,0.4268592028569473,wall,0.261674443834016,1,101
325,unet,sz3,1E-7,10,0.4268592028569473,fence,0.21954247483299916,1,101
326,unet,sz3,1E-7,10,0.4268592028569473,pole,0.13329801480435008,1,101
327,unet,sz3,1E-7,10,0.4268592028569473,traffic light,0.1757035197154873,1,101
328,unet,sz3,1E-7,10,0.4268592028569473,traffic sign,0.2750026873496118,1,101
329,unet,sz3,1E-7,10,0.4268592028569473,vegetation,0.7871763163070322,1,101
330,unet,sz3,1E-7,10,0.4268592028569473,terrain,0.42419921826986895,1,101
331,unet,sz3,1E-7,10,0.4268592028569473,sky,0.8026287433752634,1,101
332,unet,sz3,1E-7,10,0.4268592028569473,person,0.42410875165169576,1,101
333,unet,sz3,1E-7,10,0.4268592028569473,rider,0.13619561348265383,1,101
334,unet,sz3,1E-7,10,0.4268592028569473,car,0.7952573961820321,1,101
335,unet,sz3,1E-7,10,0.4268592028569473,truck,0.43768370738675383,1,101
336,unet,sz3,1E-7,10,0.4268592028569473,bus,0.40707603769848205,1,101
337,unet,sz3,1E-7,10,0.4268592028569473,train,0.15088649241454943,1,101
338,unet,sz3,1E-7,10,0.4268592028569473,motorcycle,0.07229982964224872,1,101
339,unet,sz3,1E-7,10,0.4268592028569473,bicycle,0.37329455540823747,1,101
340,unet,sz3,1E-7,10,0.45123607008850425,unlabeled,0.4799259722310087,2,101
341,unet,sz3,1E-7,10,0.45123607008850425,road,0.8978507747529834,2,101
342,unet,sz3,1E-7,10,0.45123607008850425,sidewalk,0.6035279727902181,2,101
343,unet,sz3,1E-7,10,0.45123607008850425,building,0.7751900499026738,2,101
344,unet,sz3,1E-7,10,0.45123607008850425,wall,0.2907693129852581,2,101
345,unet,sz3,1E-7,10,0.45123607008850425,fence,0.21406165019475132,2,101
346,unet,sz3,1E-7,10,0.45123607008850425,pole,0.15237570742241,2,101
347,unet,sz3,1E-7,10,0.45123607008850425,traffic light,0.1890257685352622,2,101
348,unet,sz3,1E-7,10,0.45123607008850425,traffic sign,0.30059888389818973,2,101
349,unet,sz3,1E-7,10,0.45123607008850425,vegetation,0.8032669823668945,2,101
350,unet,sz3,1E-7,10,0.45123607008850425,terrain,0.3728477341468844,2,101
351,unet,sz3,1E-7,10,0.45123607008850425,sky,0.821278013762978,2,101
352,unet,sz3,1E-7,10,0.45123607008850425,person,0.44799849280249326,2,101
353,unet,sz3,1E-7,10,0.45123607008850425,rider,0.20756459999472116,2,101
354,unet,sz3,1E-7,10,0.45123607008850425,car,0.8083093006488825,2,101
355,unet,sz3,1E-7,10,0.45123607008850425,truck,0.45036485943514837,2,101
356,unet,sz3,1E-7,10,0.45123607008850425,bus,0.4330735831152773,2,101
357,unet,sz3,1E-7,10,0.45123607008850425,train,0.23457304098436488,2,101
358,unet,sz3,1E-7,10,0.45123607008850425,motorcycle,0.12487465739688482,2,101
359,unet,sz3,1E-7,10,0.45123607008850425,bicycle,0.4172440444027988,2,101
360,unet,sz3,1E-6,10,0.4479595905935748,unlabeled,0.4664347979363574,0,101
361,unet,sz3,1E-6,10,0.4479595905935748,road,0.8901786512695072,0,101
362,unet,sz3,1E-6,10,0.4479595905935748,sidewalk,0.5704522405438907,0,101
363,unet,sz3,1E-6,10,0.4479595905935748,building,0.7725019288119301,0,101
364,unet,sz3,1E-6,10,0.4479595905935748,wall,0.19227070176001027,0,101
365,unet,sz3,1E-6,10,0.4479595905935748,fence,0.23276589343988907,0,101
366,unet,sz3,1E-6,10,0.4479595905935748,pole,0.16255656468244295,0,101
367,unet,sz3,1E-6,10,0.4479595905935748,traffic light,0.2139857202855943,0,101
368,unet,sz3,1E-6,10,0.4479595905935748,traffic sign,0.3023391524476444,0,101
369,unet,sz3,1E-6,10,0.4479595905935748,vegetation,0.8057724261544185,0,101
370,unet,sz3,1E-6,10,0.4479595905935748,terrain,0.3787387459968982,0,101
371,unet,sz3,1E-6,10,0.4479595905935748,sky,0.8127105349079818,0,101
372,unet,sz3,1E-6,10,0.4479595905935748,person,0.4275617239798793,0,101
373,unet,sz3,1E-6,10,0.4479595905935748,rider,0.24520386412082182,0,101
374,unet,sz3,1E-6,10,0.4479595905935748,car,0.814451083776945,0,101
375,unet,sz3,1E-6,10,0.4479595905935748,truck,0.41464219186588014,0,101
376,unet,sz3,1E-6,10,0.4479595905935748,bus,0.4445121305223011,0,101
377,unet,sz3,1E-6,10,0.4479595905935748,train,0.24292729564121507,0,101
378,unet,sz3,1E-6,10,0.4479595905935748,motorcycle,0.17464375067986512,0,101
379,unet,sz3,1E-6,10,0.4479595905935748,bicycle,0.39454241304802395,0,101
380,unet,sz3,1E-6,10,0.4423046718024245,unlabeled,0.4834283484249996,1,101
381,unet,sz3,1E-6,10,0.4423046718024245,road,0.8946547184914037,1,101
382,unet,sz3,1E-6,10,0.4423046718024245,sidewalk,0.5932983869986912,1,101
383,unet,sz3,1E-6,10,0.4423046718024245,building,0.7703270064905768,1,101
384,unet,sz3,1E-6,10,0.4423046718024245,wall,0.2742467482181526,1,101
385,unet,sz3,1E-6,10,0.4423046718024245,fence,0.20656691604322527,1,101
386,unet,sz3,1E-6,10,0.4423046718024245,pole,0.1255853455194284,1,101
387,unet,sz3,1E-6,10,0.4423046718024245,traffic light,0.15658700980392157,1,101
388,unet,sz3,1E-6,10,0.4423046718024245,traffic sign,0.2450417371329348,1,101
389,unet,sz3,1E-6,10,0.4423046718024245,vegetation,0.8020926800430809,1,101
390,unet,sz3,1E-6,10,0.4423046718024245,terrain,0.43114419129783826,1,101
391,unet,sz3,1E-6,10,0.4423046718024245,sky,0.8187108457527489,1,101
392,unet,sz3,1E-6,10,0.4423046718024245,person,0.43950426477150006,1,101
393,unet,sz3,1E-6,10,0.4423046718024245,rider,0.15185286103542234,1,101
394,unet,sz3,1E-6,10,0.4423046718024245,car,0.7789369981609514,1,101
395,unet,sz3,1E-6,10,0.4423046718024245,truck,0.40661626668019685,1,101
396,unet,sz3,1E-6,10,0.4423046718024245,bus,0.45641046528994067,1,101
397,unet,sz3,1E-6,10,0.4423046718024245,train,0.26760424862313137,1,101
398,unet,sz3,1E-6,10,0.4423046718024245,motorcycle,0.14219398973857805,1,101
399,unet,sz3,1E-6,10,0.4423046718024245,bicycle,0.4012904075317664,1,101
400,unet,sz3,1E-5,10,0.4188444691320191,unlabeled,0.4680770479385348,0,101
401,unet,sz3,1E-5,10,0.4188444691320191,road,0.8954917019474884,0,101
402,unet,sz3,1E-5,10,0.4188444691320191,sidewalk,0.5895848637414223,0,101
403,unet,sz3,1E-5,10,0.4188444691320191,building,0.7602608230845374,0,101
404,unet,sz3,1E-5,10,0.4188444691320191,wall,0.21136287758923517,0,101
405,unet,sz3,1E-5,10,0.4188444691320191,fence,0.20277224205214747,0,101
406,unet,sz3,1E-5,10,0.4188444691320191,pole,0.10890074873418959,0,101
407,unet,sz3,1E-5,10,0.4188444691320191,traffic light,0.1587911269912163,0,101
408,unet,sz3,1E-5,10,0.4188444691320191,traffic sign,0.2720063981486208,0,101
409,unet,sz3,1E-5,10,0.4188444691320191,vegetation,0.7942497116644334,0,101
410,unet,sz3,1E-5,10,0.4188444691320191,terrain,0.44402355169432206,0,101
411,unet,sz3,1E-5,10,0.4188444691320191,sky,0.804487572612898,0,101
412,unet,sz3,1E-5,10,0.4188444691320191,person,0.4164743534822275,0,101
413,unet,sz3,1E-5,10,0.4188444691320191,rider,0.17873186710341601,0,101
414,unet,sz3,1E-5,10,0.4188444691320191,car,0.794104119479663,0,101
415,unet,sz3,1E-5,10,0.4188444691320191,truck,0.2649611540859835,0,101
416,unet,sz3,1E-5,10,0.4188444691320191,bus,0.3948214635237536,0,101
417,unet,sz3,1E-5,10,0.4188444691320191,train,0.21307906652734238,0,101
418,unet,sz3,1E-5,10,0.4188444691320191,motorcycle,0.08923542296860332,0,101
419,unet,sz3,1E-5,10,0.4188444691320191,bicycle,0.31547326927034686,0,101
420,unet,sz3,1E-5,10,0.439887676401547,unlabeled,0.5075508155739349,1,101
421,unet,sz3,1E-5,10,0.439887676401547,road,0.8999577268355788,1,101
422,unet,sz3,1E-5,10,0.439887676401547,sidewalk,0.5786746824597792,1,101
423,unet,sz3,1E-5,10,0.439887676401547,building,0.7721592613389819,1,101
424,unet,sz3,1E-5,10,0.439887676401547,wall,0.25538539097734114,1,101
425,unet,sz3,1E-5,10,0.439887676401547,fence,0.21996636046060292,1,101
426,unet,sz3,1E-5,10,0.439887676401547,pole,0.0995470359340717,1,101
427,unet,sz3,1E-5,10,0.439887676401547,traffic light,0.18158064788020117,1,101
428,unet,sz3,1E-5,10,0.439887676401547,traffic sign,0.2870156334318645,1,101
429,unet,sz3,1E-5,10,0.439887676401547,vegetation,0.797893293411936,1,101
430,unet,sz3,1E-5,10,0.439887676401547,terrain,0.38744388407220615,1,101
431,unet,sz3,1E-5,10,0.439887676401547,sky,0.822709809578412,1,101
432,unet,sz3,1E-5,10,0.439887676401547,person,0.4346154575148946,1,101
433,unet,sz3,1E-5,10,0.439887676401547,rider,0.1786472550803761,1,101
434,unet,sz3,1E-5,10,0.439887676401547,car,0.7888269470638785,1,101
435,unet,sz3,1E-5,10,0.439887676401547,truck,0.43799628211599306,1,101
436,unet,sz3,1E-5,10,0.439887676401547,bus,0.4097418862992812,1,101
437,unet,sz3,1E-5,10,0.439887676401547,train,0.28647659704223205,1,101
438,unet,sz3,1E-5,10,0.439887676401547,motorcycle,0.09539824000896811,1,101
439,unet,sz3,1E-5,10,0.439887676401547,bicycle,0.35616632095040546,1,101
440,unet,sz3,1E-4,10,0.44560915556970154,unlabeled,0.4922502419335528,0,101
441,unet,sz3,1E-4,10,0.44560915556970154,road,0.9055360192544069,0,101
442,unet,sz3,1E-4,10,0.44560915556970154,sidewalk,0.586794324444389,0,101
443,unet,sz3,1E-4,10,0.44560915556970154,building,0.7738543629216759,0,101
444,unet,sz3,1E-4,10,0.44560915556970154,wall,0.20882257197580492,0,101
445,unet,sz3,1E-4,10,0.44560915556970154,fence,0.24030197762520858,0,101
446,unet,sz3,1E-4,10,0.44560915556970154,pole,0.1371062219677812,0,101
447,unet,sz3,1E-4,10,0.44560915556970154,traffic light,0.1769505795513523,0,101
448,unet,sz3,1E-4,10,0.44560915556970154,traffic sign,0.2869249600489613,0,101
449,unet,sz3,1E-4,10,0.44560915556970154,vegetation,0.7980461424336945,0,101
450,unet,sz3,1E-4,10,0.44560915556970154,terrain,0.43583445549589955,0,101
451,unet,sz3,1E-4,10,0.44560915556970154,sky,0.822565982343546,0,101
452,unet,sz3,1E-4,10,0.44560915556970154,person,0.4540133665916547,0,101
453,unet,sz3,1E-4,10,0.44560915556970154,rider,0.23913432702206705,0,101
454,unet,sz3,1E-4,10,0.44560915556970154,car,0.7955842244328228,0,101
455,unet,sz3,1E-4,10,0.44560915556970154,truck,0.3254006625481243,0,101
456,unet,sz3,1E-4,10,0.44560915556970154,bus,0.491658971991382,0,101
457,unet,sz3,1E-4,10,0.44560915556970154,train,0.21320056172603088,0,101
458,unet,sz3,1E-4,10,0.44560915556970154,motorcycle,0.1655325330682774,0,101
459,unet,sz3,1E-4,10,0.44560915556970154,bicycle,0.3626706240173967,0,101
460,unet,sz3,1E-4,10,0.43487570467253545,unlabeled,0.48434750304687163,2,101
461,unet,sz3,1E-4,10,0.43487570467253545,road,0.9031448270699085,2,101
462,unet,sz3,1E-4,10,0.43487570467253545,sidewalk,0.5973772171006523,2,101
463,unet,sz3,1E-4,10,0.43487570467253545,building,0.7644462698518801,2,101
464,unet,sz3,1E-4,10,0.43487570467253545,wall,0.12764555358716956,2,101
465,unet,sz3,1E-4,10,0.43487570467253545,fence,0.1956448239305464,2,101
466,unet,sz3,1E-4,10,0.43487570467253545,pole,0.15581937745392319,2,101
467,unet,sz3,1E-4,10,0.43487570467253545,traffic light,0.18114068018130752,2,101
468,unet,sz3,1E-4,10,0.43487570467253545,traffic sign,0.29871069159181984,2,101
469,unet,sz3,1E-4,10,0.43487570467253545,vegetation,0.7979572136067326,2,101
470,unet,sz3,1E-4,10,0.43487570467253545,terrain,0.4204347566632128,2,101
471,unet,sz3,1E-4,10,0.43487570467253545,sky,0.8058068584021773,2,101
472,unet,sz3,1E-4,10,0.43487570467253545,person,0.44175823438877915,2,101
473,unet,sz3,1E-4,10,0.43487570467253545,rider,0.19858084135833756,2,101
474,unet,sz3,1E-4,10,0.43487570467253545,car,0.7829225022870746,2,101
475,unet,sz3,1E-4,10,0.43487570467253545,truck,0.3288397577004033,2,101
476,unet,sz3,1E-4,10,0.43487570467253545,bus,0.4811997957971724,2,101
477,unet,sz3,1E-4,10,0.43487570467253545,train,0.23252224908688718,2,101
478,unet,sz3,1E-4,10,0.43487570467253545,motorcycle,0.10175459536882311,2,101
479,unet,sz3,1E-4,10,0.43487570467253545,bicycle,0.3974603449770304,2,101
480,unet,sz3,1E-3,10,0.32630406004758383,unlabeled,0.42049228774394,0,101
481,unet,sz3,1E-3,10,0.32630406004758383,road,0.8690491594895664,0,101
482,unet,sz3,1E-3,10,0.32630406004758383,sidewalk,0.4788701229860966,0,101
483,unet,sz3,1E-3,10,0.32630406004758383,building,0.7264538372460259,0,101
484,unet,sz3,1E-3,10,0.32630406004758383,wall,0.054671109465630016,0,101
485,unet,sz3,1E-3,10,0.32630406004758383,fence,0.09699801395325151,0,101
486,unet,sz3,1E-3,10,0.32630406004758383,pole,0.07310377159839013,0,101
487,unet,sz3,1E-3,10,0.32630406004758383,traffic light,0.008322368421052632,0,101
488,unet,sz3,1E-3,10,0.32630406004758383,traffic sign,0.1105567300916138,0,101
489,unet,sz3,1E-3,10,0.32630406004758383,vegetation,0.7361080738365784,0,101
490,unet,sz3,1E-3,10,0.32630406004758383,terrain,0.3195496548061604,0,101
491,unet,sz3,1E-3,10,0.32630406004758383,sky,0.7662756327954028,0,101
492,unet,sz3,1E-3,10,0.32630406004758383,person,0.3466833162798212,0,101
493,unet,sz3,1E-3,10,0.32630406004758383,rider,0.018248491323304365,0,101
494,unet,sz3,1E-3,10,0.32630406004758383,car,0.7596399322749975,0,101
495,unet,sz3,1E-3,10,0.32630406004758383,truck,0.1120942444080742,0,101
496,unet,sz3,1E-3,10,0.32630406004758383,bus,0.2850142472614693,0,101
497,unet,sz3,1E-3,10,0.32630406004758383,train,0.020248613998614,0,101
498,unet,sz3,1E-3,10,0.32630406004758383,motorcycle,0.0023149996008621377,0,101
499,unet,sz3,1E-3,10,0.32630406004758383,bicycle,0.32138659337082515,0,101
500,unet,sz3,1E-2,10,0.26758516628181184,unlabeled,0.35701558250534304,0,101
501,unet,sz3,1E-2,10,0.26758516628181184,road,0.8419534538523178,0,101
502,unet,sz3,1E-2,10,0.26758516628181184,sidewalk,0.4211484650337212,0,101
503,unet,sz3,1E-2,10,0.26758516628181184,building,0.6380557779302632,0,101
504,unet,sz3,1E-2,10,0.26758516628181184,wall,0.034500216982496744,0,101
505,unet,sz3,1E-2,10,0.26758516628181184,fence,0.04086888448284692,0,101
506,unet,sz3,1E-2,10,0.26758516628181184,pole,0.056507297433316554,0,101
507,unet,sz3,1E-2,10,0.26758516628181184,traffic light,0.0,0,101
508,unet,sz3,1E-2,10,0.26758516628181184,traffic sign,0.026094442685243826,0,101
509,unet,sz3,1E-2,10,0.26758516628181184,vegetation,0.6161846312447012,0,101
510,unet,sz3,1E-2,10,0.26758516628181184,terrain,0.21189062507660852,0,101
511,unet,sz3,1E-2,10,0.26758516628181184,sky,0.7789684142499395,0,101
512,unet,sz3,1E-2,10,0.26758516628181184,person,0.25621075621075623,0,101
513,unet,sz3,1E-2,10,0.26758516628181184,rider,0.0017390261453585991,0,101
514,unet,sz3,1E-2,10,0.26758516628181184,car,0.6946464139197605,0,101
515,unet,sz3,1E-2,10,0.26758516628181184,truck,0.0004898958971218616,0,101
516,unet,sz3,1E-2,10,0.26758516628181184,bus,0.20621763372545127,0,101
517,unet,sz3,1E-2,10,0.26758516628181184,train,0.0185099320689173,0,101
518,unet,sz3,1E-2,10,0.26758516628181184,motorcycle,0.0,0,101
519,unet,sz3,1E-2,10,0.26758516628181184,bicycle,0.15070187619207226,0,101
520,unet,sz3,1E-1,10,0.04444852321173542,unlabeled,0.09630999620995509,0,101
521,unet,sz3,1E-1,10,0.04444852321173542,road,0.1292522601529743,0,101
522,unet,sz3,1E-1,10,0.04444852321173542,sidewalk,4.322038816848048e-05,0,101
523,unet,sz3,1E-1,10,0.04444852321173542,building,0.2818029777984823,0,101
524,unet,sz3,1E-1,10,0.04444852321173542,wall,0.0,0,101
525,unet,sz3,1E-1,10,0.04444852321173542,fence,0.0,0,101
526,unet,sz3,1E-1,10,0.04444852321173542,pole,0.003585445805068335,0,101
527,unet,sz3,1E-1,10,0.04444852321173542,traffic light,0.009703896103896104,0,101
528,unet,sz3,1E-1,10,0.04444852321173542,traffic sign,0.0,0,101
529,unet,sz3,1E-1,10,0.04444852321173542,vegetation,0.04731476321365713,0,101
530,unet,sz3,1E-1,10,0.04444852321173542,terrain,0.0,0,101
531,unet,sz3,1E-1,10,0.04444852321173542,sky,0.17152640148444478,0,101
532,unet,sz3,1E-1,10,0.04444852321173542,person,0.015867584199520602,0,101
533,unet,sz3,1E-1,10,0.04444852321173542,rider,0.0,0,101
534,unet,sz3,1E-1,10,0.04444852321173542,car,0.1334874440616984,0,101
535,unet,sz3,1E-1,10,0.04444852321173542,truck,0.0,0,101
536,unet,sz3,1E-1,10,0.04444852321173542,bus,0.0,0,101
537,unet,sz3,1E-1,10,0.04444852321173542,train,7.647481684281366e-05,0,101
538,unet,sz3,1E-1,10,0.04444852321173542,motorcycle,0.0,0,101
539,unet,sz3,1E-1,10,0.04444852321173542,bicycle,0.0,0,101
540,unet,sz3,base,10,0.4476537694050934,unlabeled,0.489158380377163,0,50
541,unet,sz3,base,10,0.4476537694050934,road,0.903320472581309,0,50
542,unet,sz3,base,10,0.4476537694050934,sidewalk,0.5893525105104145,0,50
543,unet,sz3,base,10,0.4476537694050934,building,0.7656671313927456,0,50
544,unet,sz3,base,10,0.4476537694050934,wall,0.26087657322462354,0,50
545,unet,sz3,base,10,0.4476537694050934,fence,0.2004496423045009,0,50
546,unet,sz3,base,10,0.4476537694050934,pole,0.10765116242856476,0,50
547,unet,sz3,base,10,0.4476537694050934,traffic light,0.18847811295078248,0,50
548,unet,sz3,base,10,0.4476537694050934,traffic sign,0.28814156520377404,0,50
549,unet,sz3,base,10,0.4476537694050934,vegetation,0.8004363375099701,0,50
550,unet,sz3,base,10,0.4476537694050934,terrain,0.43657841331659764,0,50
551,unet,sz3,base,10,0.4476537694050934,sky,0.7924885940812976,0,50
552,unet,sz3,base,10,0.4476537694050934,person,0.43551900958010537,0,50
553,unet,sz3,base,10,0.4476537694050934,rider,0.1734362307067425,0,50
554,unet,sz3,base,10,0.4476537694050934,car,0.7984044516168054,0,50
555,unet,sz3,base,10,0.4476537694050934,truck,0.41619301510655066,0,50
556,unet,sz3,base,10,0.4476537694050934,bus,0.5146703171343828,0,50
557,unet,sz3,base,10,0.4476537694050934,train,0.2616169989964658,0,50
558,unet,sz3,base,10,0.4476537694050934,motorcycle,0.1597447729732809,0,50
559,unet,sz3,base,10,0.4476537694050934,bicycle,0.37089169610578837,0,50
560,unet,sz3,base,10,0.44376139537896153,unlabeled,0.4811544131298919,1,50
561,unet,sz3,base,10,0.44376139537896153,road,0.9044419036977785,1,50
562,unet,sz3,base,10,0.44376139537896153,sidewalk,0.5778134182391705,1,50
563,unet,sz3,base,10,0.44376139537896153,building,0.7681897954394703,1,50
564,unet,sz3,base,10,0.44376139537896153,wall,0.12585709330046424,1,50
565,unet,sz3,base,10,0.44376139537896153,fence,0.16835602297769733,1,50
566,unet,sz3,base,10,0.44376139537896153,pole,0.1463241742180649,1,50
567,unet,sz3,base,10,0.44376139537896153,traffic light,0.1879523501084232,1,50
568,unet,sz3,base,10,0.44376139537896153,traffic sign,0.2998903187454474,1,50
569,unet,sz3,base,10,0.44376139537896153,vegetation,0.793344020118944,1,50
570,unet,sz3,base,10,0.44376139537896153,terrain,0.3950729866714245,1,50
571,unet,sz3,base,10,0.44376139537896153,sky,0.8141251399690697,1,50
572,unet,sz3,base,10,0.44376139537896153,person,0.4419467649112025,1,50
573,unet,sz3,base,10,0.44376139537896153,rider,0.19563162600587558,1,50
574,unet,sz3,base,10,0.44376139537896153,car,0.8035071817103558,1,50
575,unet,sz3,base,10,0.44376139537896153,truck,0.354190474516078,1,50
576,unet,sz3,base,10,0.44376139537896153,bus,0.4701965938964453,1,50
577,unet,sz3,base,10,0.44376139537896153,train,0.4219349049677788,1,50
578,unet,sz3,base,10,0.44376139537896153,motorcycle,0.1376828554710357,1,50
579,unet,sz3,base,10,0.44376139537896153,bicycle,0.3876158694846125,1,50
580,unet,sz3,base,10,0.4433419728915868,unlabeled,0.49497305225481464,2,50
581,unet,sz3,base,10,0.4433419728915868,road,0.9017309813432909,2,50
582,unet,sz3,base,10,0.4433419728915868,sidewalk,0.5833321627170072,2,50
583,unet,sz3,base,10,0.4433419728915868,building,0.7727155996115641,2,50
584,unet,sz3,base,10,0.4433419728915868,wall,0.2830798282755263,2,50
585,unet,sz3,base,10,0.4433419728915868,fence,0.22919584483077163,2,50
586,unet,sz3,base,10,0.4433419728915868,pole,0.12355662091050394,2,50
